Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
5,3,5,9,5431,d,ship,medium,m,1
5,3,3,3,5944,f,ship,low,f,1
3,5,7,7,4373,a,ship,low,f,1
4,2,2,5,4268,b,flight,medium,m,0
4,2,4,9,5038,a,ship,medium,m,0
4,4,2,9,4446,c,flight,high,f,1
5,4,4,7,5740,b,ship,low,f,0
4,2,3,33,3602,d,flight,medium,m,1
6,1,4,2,1790,b,ship,medium,f,1
3,2,3,7,1933,a,flight,low,m,1
4,3,4,61,3583,b,ship,low,m,1
5,5,5,4,1646,d,ship,low,m,0
4,2,5,33,2854,c,ship,low,m,1
5,1,2,4,5580,a,road,low,m,0
2,4,6,16,3605,f,ship,medium,f,1
7,2,5,10,1722,d,ship,low,f,1
4,1,3,2,5835,f,ship,low,m,1
4,5,5,4,5824,a,road,high,m,1
3,1,3,35,2258,d,ship,medium,m,1
2,1,3,3,4120,d,ship,low,m,1
4,5,5,1,5999,f,ship,low,f,1
6,3,3,8,4651,d,ship,low,f,1
4,4,4,65,2280,d,road,low,m,1
4,1,2,5,5182,a,ship,medium,f,0
5,2,3,48,1517,c,flight,low,m,1
4,3,10,7,5317,f,ship,high,m,0
4,1,4,7,5264,d,ship,high,m,0
4,2,3,9,4163,a,ship,low,f,0
3,4,10,5,5479,f,ship,low,m,0
4,4,5,4,1668,d,flight,medium,f,0
5,4,3,46,3709,f,ship,medium,m,1
5,2,2,8,4047,f,ship,medium,m,1
3,4,3,46,3223,f,ship,medium,f,1
4,4,3,9,4469,f,ship,medium,m,0
4,3,3,1,4360,b,ship,low,f,1
4,1,5,6,4001,f,road,medium,m,1
5,1,5,5,1970,b,ship,low,f,0
4,3,6,2,5405,c,ship,medium,m,0
2,2,3,1,5289,a,ship,low,m,0
5,5,5,9,1812,d,ship,medium,m,0
4,2,3,5,1674,a,ship,medium,m,1
5,4,2,2,5618,d,ship,low,m,1
5,3,5,5,1399,c,ship,medium,f,0
5,5,5,2,1693,f,ship,medium,m,1
3,1,3,9,5093,a,road,high,f,0
3,1,4,4,5006,b,ship,medium,f,0
5,1,2,44,1647,b,ship,low,m,1
5,4,5,4,4814,a,flight,high,f,0
3,2,4,10,5891,b,ship,low,f,0
4,4,5,8,4793,f,road,low,m,0
4,5,3,1,4377,f,ship,low,m,1
5,4,7,9,4272,d,ship,medium,f,0
4,5,2,8,5767,f,ship,low,f,1
7,5,4,9,1754,a,ship,medium,f,1
5,2,6,1,1199,f,road,low,m,0
3,4,3,6,4050,d,ship,low,f,0
6,2,4,1,1815,d,ship,low,f,1
4,4,5,36,2995,a,road,medium,f,1
4,3,2,1,2336,c,ship,medium,m,1
4,4,2,37,1447,b,flight,medium,m,1
6,5,4,8,1274,c,ship,low,f,0
3,5,2,2,4232,d,ship,low,f,1
6,1,6,8,4243,c,ship,medium,f,1
6,5,4,2,1221,d,flight,low,f,0
6,5,4,8,1028,f,road,low,m,1
7,2,4,9,1096,f,ship,medium,f,1
5,1,3,31,1435,b,ship,medium,m,1
3,2,10,28,1940,a,ship,high,f,1
2,2,4,5,5382,a,flight,high,m,0
4,3,10,8,4337,a,ship,medium,m,0
3,5,2,60,1840,d,ship,medium,m,1
7,3,4,2,1038,f,ship,low,m,1
5,5,6,26,1184,f,ship,medium,f,1
5,3,5,1,1424,b,ship,low,f,0
4,4,2,10,5192,f,ship,low,f,0
3,5,4,2,5294,b,road,low,m,0
3,5,2,10,5619,b,ship,low,m,0
3,5,2,1,4108,f,ship,medium,m,1
3,2,2,4,4245,d,road,low,f,1
5,2,4,5,1149,c,ship,low,m,0
4,3,2,2,5442,d,road,medium,f,0
3,5,3,53,3670,c,ship,medium,m,1
5,4,6,6,1049,c,ship,low,f,1
4,1,5,1,5559,b,ship,low,m,1
6,2,4,2,1256,a,road,low,m,1
3,2,3,2,5739,f,ship,high,f,0
5,5,2,1,4883,a,flight,low,m,1
4,3,3,9,4868,c,ship,medium,f,1
4,4,10,3,4202,c,ship,low,m,0
3,4,3,7,5313,f,ship,medium,m,0
4,4,3,3,4596,a,flight,medium,f,0
6,3,4,3,1498,d,road,medium,f,1
3,4,4,2,1059,c,road,low,m,1
4,2,3,8,5865,f,ship,low,f,0
4,1,2,61,1770,a,ship,low,m,1
3,4,3,1,5922,a,road,high,m,1
5,2,3,38,2211,f,ship,low,m,1
6,2,4,5,1248,c,road,low,f,1
6,1,4,4,1449,f,ship,low,f,1
4,4,3,3,5749,f,ship,low,f,1
3,1,2,1,1021,b,flight,low,m,1
5,4,5,2,1713,b,ship,low,f,0
7,1,4,3,1482,b,ship,low,f,0
3,1,2,10,5642,f,road,low,f,1
4,4,7,10,5901,a,ship,medium,f,0
5,4,2,5,4554,a,flight,low,m,1
3,1,2,16,1731,d,ship,medium,f,1
5,4,2,10,4277,f,ship,low,f,0
6,4,4,6,1890,f,road,low,m,1
4,4,5,4,1344,b,flight,medium,m,0
4,4,4,8,4747,d,ship,medium,m,1
4,4,2,7,4684,c,ship,low,f,0
5,3,4,32,3893,a,ship,medium,f,1
4,2,3,1,4076,d,ship,low,f,0
3,5,4,9,4541,f,ship,low,f,0
4,4,4,8,1777,f,ship,low,f,1
4,5,2,15,2457,c,road,low,f,1
7,5,4,1,1347,a,ship,medium,f,0
2,5,2,50,3859,a,ship,low,f,1
4,5,2,8,5234,f,ship,medium,f,0
7,3,4,3,1670,a,ship,low,f,0
4,1,2,39,1362,f,ship,high,m,1
3,1,2,2,5815,c,ship,medium,f,0
4,4,2,36,2861,b,ship,low,m,1
4,2,6,5,4880,c,ship,medium,m,1
6,3,4,10,1174,c,ship,low,m,0
5,4,7,3,4723,f,ship,medium,m,0
4,4,2,2,4297,c,ship,low,f,1
5,2,3,7,5323,c,ship,high,m,1
5,5,5,5,1868,d,ship,medium,f,1
4,2,2,4,4299,a,ship,low,m,1
4,4,3,3,4202,d,ship,high,f,1
4,2,3,1,5821,b,ship,low,m,0
3,2,4,7,4486,f,ship,medium,f,0
5,2,8,10,4583,a,ship,low,f,0
4,3,5,2,5242,b,ship,low,f,1
2,5,3,3,5964,b,road,medium,f,0
3,4,6,8,4134,a,flight,low,f,0
4,1,3,29,3347,b,ship,medium,f,1
7,5,4,5,1975,f,flight,low,f,0
4,4,3,13,2080,b,ship,low,m,1
3,1,4,35,3648,a,ship,low,f,1
5,2,5,65,1994,c,ship,low,m,1
4,3,3,42,2332,f,ship,low,f,1
4,5,3,42,3121,c,ship,medium,f,1
4,5,3,8,4125,a,ship,medium,m,0
4,3,6,2,1898,c,ship,low,m,0
4,3,2,3,5546,c,flight,low,m,0
5,4,5,4,1991,d,ship,low,f,1
4,2,2,22,1322,f,ship,low,m,1
4,5,2,62,2267,f,ship,low,m,1
3,4,3,10,4670,b,ship,medium,m,1
3,4,3,1,4387,a,ship,low,m,0
5,5,3,4,5724,f,ship,high,m,1
4,2,3,58,3943,d,ship,low,m,1
4,3,6,9,1909,b,ship,medium,f,1
6,1,4,7,1767,a,ship,low,m,0
3,3,3,35,1459,f,flight,high,m,1
4,1,2,10,4577,c,ship,medium,f,1
4,4,2,9,5637,d,ship,low,m,0
3,5,10,1,4929,a,ship,high,f,1
3,2,3,7,4121,d,ship,medium,f,0
5,1,5,10,1713,b,flight,low,f,0
5,1,5,47,1727,d,ship,low,f,1
3,5,3,1,5650,c,ship,medium,m,1
5,3,2,10,5194,b,ship,medium,f,1
4,5,3,8,5694,a,ship,low,f,0
5,5,5,7,1819,f,flight,medium,m,0
4,4,3,4,5393,b,ship,low,m,1
5,4,3,61,2606,f,ship,medium,m,1
3,5,3,1,4803,f,flight,low,m,0
5,1,2,27,2451,f,ship,low,m,1
5,4,6,6,4403,b,road,medium,m,0
3,2,7,5,4716,c,ship,medium,f,0
3,2,2,65,3776,f,ship,medium,f,1
5,3,6,34,2936,f,flight,low,f,1
3,4,3,37,1523,a,ship,low,m,1
4,5,3,26,2053,f,ship,high,m,1
5,5,6,3,1861,c,ship,low,f,0
4,5,7,2,4299,f,ship,low,f,0
3,2,3,8,5006,a,ship,medium,m,1
6,4,4,8,1437,b,road,medium,f,1
3,4,3,2,5272,f,road,low,f,0
5,5,3,41,1462,c,flight,low,m,1
3,2,2,32,1791,f,flight,low,m,1
2,2,4,4,5817,f,ship,low,m,0
4,1,5,6,1727,d,flight,low,f,1
3,2,3,52,2874,c,ship,medium,m,1
4,1,4,5,5420,f,ship,low,m,1
2,3,10,1,5632,b,ship,high,f,0
3,3,3,8,5953,d,ship,medium,m,1
3,3,3,2,3995,c,ship,medium,f,1
4,5,3,8,5923,f,flight,low,f,0
5,4,3,2,4397,b,road,high,f,1
4,5,3,6,3361,a,ship,low,f,1
3,3,4,4,4662,a,ship,low,f,1
4,1,3,8,5127,d,flight,low,m,0
4,1,2,6,5566,a,ship,medium,m,0
3,3,3,8,4568,c,flight,medium,m,0
3,1,3,6,5371,f,ship,medium,m,0
5,2,3,27,2999,d,flight,low,m,1
4,1,3,4,4574,d,ship,low,m,0
5,3,2,63,2715,b,flight,high,f,1
4,1,2,2,5911,c,ship,low,m,0
3,2,4,9,5112,d,ship,low,f,1
3,1,5,58,2544,d,flight,medium,f,1
2,3,3,7,4632,d,ship,low,f,0
4,5,2,2,4806,f,ship,medium,f,1
4,4,3,41,3280,f,road,medium,f,1
3,5,3,48,1635,a,flight,medium,f,1
5,4,5,1,5779,d,ship,medium,m,1
6,1,4,2,1071,d,ship,low,f,0
3,5,3,7,4296,d,ship,medium,m,0
5,2,3,1,5189,f,ship,low,m,1
3,4,2,41,3973,b,ship,high,f,1
3,1,2,51,3976,f,ship,medium,f,1
4,3,3,44,1320,c,ship,low,f,1
5,5,5,5,1252,b,ship,low,m,0
5,1,4,37,1658,f,ship,low,m,1
4,4,10,3,4152,d,road,low,f,1
6,5,3,10,5307,f,ship,low,f,0
5,5,5,5,1852,c,ship,low,m,1
3,2,5,5,4130,c,flight,low,m,1
3,4,2,7,5553,d,road,medium,m,0
3,4,3,3,4449,d,road,low,f,0
3,2,6,63,1953,a,ship,medium,m,1
5,3,3,1,2434,d,road,medium,f,1
5,4,2,38,2770,c,ship,medium,m,1
3,4,2,2,5016,d,road,medium,f,1
6,5,4,10,2756,a,road,high,m,1
4,5,2,59,3088,f,flight,low,m,1
3,3,4,8,5595,b,flight,low,m,1
4,3,3,8,5069,b,ship,medium,f,1
5,4,3,9,5135,b,ship,low,m,1
5,1,2,22,3713,f,ship,medium,f,1
3,5,2,7,4809,f,ship,medium,f,0
3,2,3,2,4660,d,ship,low,m,1
3,5,2,3,5287,b,ship,high,m,1
3,2,6,9,5418,a,road,medium,m,1
3,3,3,8,1869,c,ship,medium,f,1
3,2,2,2,5033,a,ship,low,f,1
4,5,10,9,5085,b,ship,medium,m,1
4,5,3,8,5653,c,flight,high,f,1
2,3,3,10,4779,f,flight,medium,f,0
3,5,6,8,4692,c,flight,low,m,1
3,4,2,9,4211,d,ship,low,m,0
3,1,3,5,4971,f,ship,low,m,1
4,2,3,28,1915,d,ship,low,f,1
4,4,3,47,3307,f,ship,medium,f,1
4,5,2,9,5055,d,ship,medium,m,1
3,5,2,10,5559,b,flight,low,f,1
2,2,3,35,1349,b,road,high,f,1
5,4,3,55,2758,f,ship,low,m,1
4,4,3,9,5458,f,ship,low,m,0
4,1,3,8,4795,a,flight,high,m,0
5,5,5,2,1128,c,flight,low,f,0
3,2,4,3,5527,d,ship,low,f,0
3,3,2,2,4350,c,ship,low,m,0
4,2,2,1,5939,a,ship,low,f,1
5,1,2,15,3798,c,ship,low,m,1
6,3,4,6,1335,f,flight,low,m,0
4,4,4,8,2306,d,road,medium,m,1
4,4,3,52,3128,d,ship,low,f,1
4,3,3,6,4832,f,flight,medium,f,1
3,4,8,6,4146,b,ship,medium,f,0
4,3,2,7,5814,a,road,low,m,0
4,3,2,29,1010,b,ship,medium,f,1
4,4,5,5,1065,b,road,low,f,1
4,4,5,5,1178,f,flight,low,f,1
4,1,3,5,4133,f,flight,medium,m,0
5,3,3,41,1204,f,flight,low,m,1
5,5,2,50,3914,d,road,high,m,1
3,2,2,63,1767,b,ship,low,m,1
6,3,4,8,1397,a,road,medium,f,1
4,4,4,12,1899,a,ship,low,m,1
3,1,3,10,5726,f,flight,medium,f,0
5,1,4,3,1663,f,road,low,f,1
5,3,5,12,2722,b,ship,low,m,1
3,5,10,32,2931,a,ship,medium,m,1
4,4,2,9,5095,a,ship,medium,m,0
3,2,2,7,4305,f,ship,low,f,0
5,5,3,7,5559,f,road,medium,m,1
3,1,2,38,2195,f,road,medium,m,1
5,3,3,58,1218,f,ship,medium,m,1
6,1,2,12,2112,a,ship,medium,f,1
2,4,2,65,1738,b,ship,medium,f,1
2,5,5,43,1638,d,ship,low,m,1
5,4,7,48,2466,b,road,medium,f,1
2,1,2,49,1177,c,road,low,f,1
4,4,2,2,4290,d,ship,low,f,0
4,5,5,2,1066,c,flight,medium,m,1
3,1,3,61,3582,f,ship,medium,f,1
5,4,5,4,1522,a,road,low,m,1
5,3,2,10,5279,f,ship,low,m,1
6,5,4,1,1629,c,ship,low,f,1
4,3,3,3,4846,f,road,low,f,1
5,4,4,4,5911,b,flight,low,m,1
3,2,4,4,4410,c,ship,medium,m,1
4,2,3,4,5919,b,road,low,m,0
5,3,4,11,3676,d,ship,medium,f,1
4,5,3,4,5017,a,ship,medium,f,0
4,3,3,18,2849,f,road,high,f,1
4,2,3,48,1393,f,ship,low,f,1
5,2,6,5,1097,a,road,medium,f,0
3,1,2,60,1925,b,flight,low,m,1
3,3,2,16,2577,d,ship,medium,f,1
2,2,3,15,2481,c,ship,medium,m,1
4,4,3,9,4314,b,ship,low,m,0
3,1,2,5,4906,d,road,medium,m,1
5,3,5,44,1269,f,flight,medium,m,1
4,3,2,10,4486,c,ship,low,m,1
4,3,2,6,5266,f,ship,low,m,1
5,2,7,8,5519,d,ship,medium,f,1
4,1,2,8,4930,f,ship,medium,f,0
3,3,4,3,4154,a,flight,high,m,1
4,3,2,2,4169,d,ship,medium,f,1
5,1,3,1,5725,f,ship,low,m,0
4,5,5,8,1040,a,ship,low,f,1
4,4,3,8,5206,c,ship,low,f,1
6,3,2,21,3869,c,ship,medium,m,1
4,3,5,3,1634,f,ship,medium,f,1
5,4,4,7,4200,b,road,medium,f,1
3,4,2,7,5346,c,ship,medium,f,0
3,5,4,3,5831,f,ship,low,m,1
6,3,4,32,2532,f,ship,medium,f,1
4,4,3,8,4348,c,flight,low,m,0
3,2,3,29,1187,b,flight,medium,f,1
5,5,4,4,5909,a,ship,medium,f,0
3,5,3,5,5750,a,flight,high,f,0
3,4,4,10,5537,a,flight,high,m,0
4,3,4,1,4812,c,ship,medium,m,1
5,1,4,47,1443,f,ship,low,f,1
4,3,3,5,5118,d,ship,low,f,0
3,3,6,61,2298,f,ship,medium,f,1
5,2,6,8,1170,f,road,low,m,1
4,1,2,16,2504,c,ship,high,m,1
3,2,3,15,1710,d,ship,medium,f,1
6,3,7,7,5030,b,flight,medium,m,1
3,5,2,6,4350,f,ship,medium,m,0
4,2,5,8,1246,b,road,low,f,0
4,1,6,7,1415,d,ship,medium,m,1
3,2,10,7,5305,f,ship,high,f,0
5,4,6,4,1255,a,ship,low,m,1
5,5,3,27,3039,f,ship,medium,f,1
3,5,2,1,3947,f,road,medium,f,1
5,1,2,2,4079,c,ship,low,m,1
4,2,8,2,5012,b,ship,medium,f,1
3,3,2,18,2435,d,ship,low,m,1
4,2,3,6,5381,f,flight,low,m,0
4,1,2,3,4696,b,ship,medium,m,0
4,1,3,24,1066,a,ship,high,f,1
3,1,3,10,4120,a,ship,low,f,0
5,1,2,48,3717,f,ship,medium,f,1
3,5,5,10,5302,c,ship,low,f,1
3,2,3,1,5757,b,ship,medium,f,0
5,4,3,2,5672,d,ship,medium,f,1
5,3,5,6,1681,f,ship,low,f,0
3,3,2,10,5364,b,ship,high,f,1
4,4,4,6,5051,c,road,medium,f,0
5,1,2,9,5008,a,flight,high,m,0
3,3,2,4,4746,d,flight,low,m,0
3,4,2,1,5844,f,ship,low,f,0
4,2,3,7,4477,d,ship,medium,f,1
3,2,4,1,5831,b,ship,high,m,1
3,5,2,6,5974,b,ship,low,m,1
4,1,3,30,1731,b,ship,low,m,1
3,4,2,46,3108,a,ship,medium,m,1
3,3,2,2,4336,b,ship,medium,f,0
4,2,3,10,1928,c,road,medium,f,1
3,2,4,52,1329,a,flight,medium,m,1
5,3,2,10,5149,a,ship,medium,m,0
4,2,5,8,4209,c,ship,medium,f,0
5,4,3,3,5320,b,ship,low,f,1
3,1,8,4,4290,f,ship,medium,f,0
4,3,10,34,3935,b,road,low,m,1
4,3,3,6,5054,b,ship,medium,f,1
4,1,3,5,5323,b,ship,low,f,0
4,1,3,3,5520,b,ship,high,m,1
3,5,2,9,5832,f,ship,medium,f,0
7,5,4,2,1330,d,road,low,m,1
4,2,6,5,1689,b,road,medium,f,0
4,3,2,6,4005,a,ship,low,f,0
4,3,3,1,4219,f,ship,medium,m,0
5,2,5,5,1659,a,ship,medium,m,0
3,1,2,1,5703,b,ship,medium,m,0
4,5,5,2,1357,f,ship,low,m,1
6,3,4,7,1132,c,flight,medium,f,1
4,2,3,2,5252,b,ship,medium,f,1
2,3,2,36,1210,f,ship,medium,m,1
3,2,4,3,5449,c,ship,low,f,1
3,2,3,11,3708,d,ship,low,m,1
5,2,5,7,1524,f,flight,medium,m,0
6,1,4,3,1181,a,ship,low,m,1
4,5,4,7,4978,f,flight,low,m,1
6,5,4,9,1413,b,flight,low,m,0
4,5,3,5,4732,a,flight,low,f,0
4,1,4,6,4432,f,ship,low,m,1
2,2,3,1,1162,f,ship,medium,f,1
3,1,3,5,5676,b,ship,medium,m,1
3,2,4,3,4199,a,ship,low,f,1
3,2,2,3,2261,b,ship,low,m,1
5,3,4,2,5396,b,road,low,f,0
4,4,4,2,1461,a,ship,medium,m,1
4,3,3,6,4894,c,ship,low,f,1
3,4,3,37,3492,d,ship,medium,f,1
4,3,3,5,5743,b,flight,low,m,1
5,5,2,4,4812,b,flight,medium,m,0
4,2,3,5,4746,d,ship,low,m,0
4,1,2,7,5599,c,road,high,f,1
3,1,3,6,4953,d,ship,low,f,0
6,5,4,9,1072,c,ship,medium,f,0
3,2,2,9,4512,a,ship,medium,f,0
3,5,2,10,4380,d,ship,low,f,1
5,1,3,10,5277,f,flight,high,m,0
3,2,3,21,3686,c,ship,low,f,1
3,3,2,1,5746,d,ship,medium,f,1
5,5,2,2,4364,f,ship,medium,f,0
5,2,3,6,3375,f,ship,medium,m,1
4,4,2,2,5840,f,ship,medium,m,1
4,5,2,39,1106,f,ship,medium,m,1
5,5,3,7,4084,d,ship,medium,m,1
4,4,10,7,5425,f,road,high,f,1
3,3,3,16,1563,b,ship,low,m,1
4,3,3,33,1101,c,ship,low,m,1
7,1,4,4,1647,a,flight,low,m,0
3,5,4,1,5852,f,ship,medium,m,1
3,3,3,1,4006,d,flight,medium,f,1
3,1,3,4,4997,a,ship,medium,m,1
4,2,5,7,1354,b,road,low,m,1
4,4,3,8,5324,f,flight,medium,m,1
3,5,3,7,4480,c,road,medium,m,1
4,4,3,17,3715,a,road,low,f,1
3,5,10,10,5282,b,ship,high,f,1
6,5,5,1,5442,f,ship,low,m,0
6,1,4,4,1198,a,ship,low,f,0
4,1,4,6,4888,d,ship,medium,f,0
3,5,3,52,2170,d,ship,low,f,1
3,1,2,10,4115,b,ship,low,m,1
5,2,5,24,2472,f,ship,medium,m,1
4,1,3,5,5757,d,ship,high,m,1
6,3,4,4,1358,c,flight,low,f,1
4,3,5,6,1366,f,ship,low,m,1
6,2,4,10,1747,a,ship,medium,m,1
3,3,2,9,4100,f,ship,medium,m,0
3,4,3,50,1865,f,road,low,m,1
7,4,5,3,1433,f,ship,low,m,0
5,4,6,8,4005,f,ship,low,m,1
6,2,4,7,1071,d,ship,medium,m,0
3,2,3,51,1297,f,ship,low,m,1
3,3,2,28,3869,d,ship,low,m,1
4,2,4,26,3223,c,ship,low,f,1
6,4,2,7,4145,f,road,low,m,0
3,2,4,6,4415,c,ship,low,m,0
4,2,3,8,4262,c,ship,medium,m,1
3,2,2,4,4758,f,ship,medium,f,1
6,2,4,10,1782,a,road,medium,m,0
4,3,2,58,1708,f,road,medium,f,1
3,2,2,37,2469,c,road,low,m,1
5,4,2,2,4505,b,ship,low,m,1
4,4,4,4,4676,b,ship,medium,f,0
6,4,4,9,1056,f,ship,low,m,1
5,2,3,1,5965,b,ship,low,f,0
4,5,3,4,5476,a,road,medium,f,0
3,2,2,8,5907,b,ship,medium,f,0
5,4,7,52,1824,c,ship,medium,m,1
6,5,4,10,1799,b,ship,medium,f,0
3,2,2,9,4142,b,ship,high,f,0
5,5,5,2,1304,c,ship,low,m,0
7,4,4,9,1667,f,ship,low,m,1
4,2,4,9,4329,f,flight,medium,m,0
4,5,3,6,5646,a,ship,high,m,0
4,1,3,1,1464,f,ship,medium,f,1
5,5,3,4,5325,d,ship,low,f,0
5,3,4,50,2003,a,road,medium,f,1
5,2,5,9,1505,d,flight,low,f,0
4,1,2,5,5072,d,ship,low,m,1
5,5,3,6,4145,b,flight,medium,f,1
3,1,3,3,3051,a,flight,medium,m,1
5,1,5,31,3836,c,flight,low,m,1
4,5,6,40,1974,a,ship,medium,m,1
4,5,3,1,4049,f,ship,medium,m,1
4,3,3,23,2996,f,road,medium,f,1
4,4,2,1,5148,f,ship,low,f,1
3,1,3,7,5849,f,ship,medium,m,1
4,3,2,38,2526,c,ship,low,m,1
4,3,4,40,3668,a,ship,medium,m,1
3,5,3,7,5477,c,ship,medium,m,1
4,3,3,2,5722,d,ship,low,f,0
5,2,6,2,1781,a,road,medium,m,1
3,2,5,6,5443,b,ship,medium,f,0
6,5,4,8,1241,b,ship,low,m,1
5,1,3,6,5560,b,ship,low,f,0
3,1,3,1,5541,f,road,medium,f,0
6,5,4,5,1033,c,ship,low,m,1
5,2,4,7,1666,f,ship,medium,f,1
6,5,3,62,1325,d,ship,medium,f,1
4,5,2,57,1715,f,ship,medium,f,1
4,4,3,5,4061,f,road,medium,m,1
3,2,2,30,1698,f,ship,high,m,1
6,2,4,1,1406,b,ship,medium,f,1
3,3,2,4,4380,f,ship,medium,f,0
4,3,3,5,4206,b,ship,medium,m,0
5,2,4,7,5477,a,flight,medium,m,1
4,3,3,1,4796,d,ship,low,m,0
4,3,6,9,5872,d,road,low,f,0
2,5,3,4,5463,c,ship,low,f,0
4,5,2,3,5704,f,road,low,f,0
4,2,5,48,1043,f,ship,low,f,1
2,5,2,10,4406,a,ship,low,f,1
5,2,5,4,1318,a,ship,medium,m,0
3,3,3,65,1228,c,ship,medium,f,1
3,2,2,54,2809,f,ship,medium,f,1
3,1,3,28,2892,f,ship,medium,m,1
3,2,2,6,1811,b,ship,low,f,1
4,4,3,9,5254,c,ship,medium,m,0
5,1,3,62,1945,a,road,low,f,1
5,5,6,2,4883,c,ship,low,f,1
3,2,3,29,1953,f,ship,low,f,1
3,5,3,43,1423,f,ship,medium,f,1
6,2,3,26,3247,f,road,medium,f,1
5,3,2,3,5261,f,ship,medium,f,0
3,4,2,2,1072,c,ship,low,f,1
6,1,4,10,5254,b,ship,high,f,1
5,2,3,4,4770,f,road,low,f,1
6,2,4,4,1929,d,ship,low,f,1
4,2,3,18,2574,d,ship,low,f,1
3,5,10,5,4608,b,ship,medium,f,0
6,1,3,6,1604,b,ship,low,m,0
2,2,3,3,5348,c,road,low,f,0
5,5,6,3,1965,a,ship,low,f,1
4,2,2,2,4013,d,road,medium,f,1
4,4,2,31,2084,f,ship,high,f,1
4,4,5,9,1361,c,road,low,m,0
6,4,4,9,1676,b,ship,low,f,0
3,1,3,9,4511,f,flight,low,m,0
4,4,3,43,1651,a,road,low,f,1
5,2,3,10,4902,d,ship,medium,f,1
3,4,7,43,2620,f,ship,low,m,1
4,5,3,1,4131,f,road,low,m,0
4,4,3,4,5924,f,ship,low,f,1
6,4,2,47,4000,d,ship,high,m,1
5,4,4,40,3303,f,flight,low,f,1
6,4,5,9,4360,b,ship,low,m,0
4,1,3,51,1293,f,ship,medium,m,1
4,5,4,25,1606,c,ship,low,f,1
3,2,3,8,5431,b,flight,low,f,0
3,5,2,4,5275,a,ship,low,f,1
5,4,3,3,5064,f,road,low,f,1
5,2,2,9,4965,a,flight,medium,m,0
3,2,2,10,4276,c,road,medium,m,0
7,3,4,4,1480,d,road,low,f,0
4,4,2,45,3776,b,flight,medium,m,1
5,1,3,10,4008,b,ship,low,m,0
3,4,2,1,4922,c,ship,medium,m,1
3,2,2,26,3503,a,ship,low,m,1
5,1,3,19,2696,f,ship,medium,m,1
6,4,5,4,5889,a,ship,medium,m,1
3,2,3,21,2351,a,flight,medium,m,1
5,3,3,47,3519,a,ship,high,f,1
3,1,6,5,4374,f,flight,low,f,1
5,2,4,3,5890,a,ship,medium,f,0
3,1,4,52,1089,c,road,low,f,1
3,1,3,1,5362,d,ship,low,m,1
5,3,3,3,2923,b,ship,medium,f,1
4,3,2,53,1073,b,ship,medium,f,1
3,1,3,2,5828,b,ship,medium,f,1
3,4,2,32,3719,c,road,medium,f,1
3,5,2,4,4098,d,ship,high,m,1
4,2,4,52,1129,c,ship,medium,m,1
5,1,5,8,1810,c,ship,low,f,0
3,4,5,3,4835,c,ship,low,f,1
3,4,3,54,3011,f,ship,high,m,1
5,3,5,6,1028,f,ship,low,m,0
4,2,3,8,4644,c,ship,medium,m,1
3,5,3,4,5189,b,flight,high,m,1
5,4,4,5,5375,c,ship,medium,f,0
5,3,3,4,4343,f,ship,medium,m,0
3,2,2,8,5714,d,flight,medium,m,0
2,5,4,2,4636,b,ship,high,f,1
5,2,3,2,4677,f,ship,low,f,1
3,1,2,3,4562,d,ship,low,f,1
3,4,6,6,4031,b,road,medium,f,1
2,5,3,2,5847,f,ship,low,m,0
6,3,3,10,4996,d,ship,low,m,0
4,5,5,9,5731,d,ship,low,m,1
6,3,6,1,4632,b,road,medium,f,0
5,4,3,24,2078,a,ship,medium,m,1
4,2,2,54,3261,d,ship,medium,f,1
2,3,3,6,5547,c,ship,medium,f,0
3,3,2,3,5168,a,ship,low,m,0
4,3,3,1,2808,d,ship,low,m,1
3,1,6,64,3627,d,flight,medium,f,1
4,5,2,4,4518,d,road,high,f,0
3,1,3,7,4072,f,ship,low,f,0
3,4,3,28,3707,a,road,medium,m,1
6,2,4,3,1959,f,ship,low,f,0
4,3,3,2,3962,d,ship,medium,m,1
3,1,4,8,4692,a,ship,low,m,1
4,4,2,6,2718,d,road,low,f,1
6,4,4,7,1869,c,ship,low,m,1
3,2,7,2,5282,d,ship,medium,m,0
3,4,3,3,5300,b,flight,low,m,0
6,4,4,9,1353,c,flight,low,m,1
4,1,5,6,4573,f,flight,medium,f,1
5,1,6,3,1803,c,ship,low,m,0
4,3,3,4,5471,f,road,medium,m,0
5,5,5,4,1482,a,road,low,f,0
3,3,3,7,4611,a,ship,low,m,0
5,5,3,5,5783,f,ship,high,f,1
6,1,10,1,5784,f,road,medium,f,1
3,2,3,1,4431,a,ship,high,f,1
3,4,3,1,5391,b,road,medium,f,0
3,4,2,7,5720,c,ship,low,f,0
5,1,4,24,3440,d,ship,medium,f,1
5,2,6,5,1702,f,ship,low,m,1
3,4,4,56,1154,c,ship,low,f,1
4,4,2,27,2938,c,ship,low,f,1
3,4,6,1,4618,b,ship,medium,f,0
5,5,5,3,4333,f,ship,low,m,1
4,1,2,7,4869,b,ship,low,m,0
3,2,2,4,4514,d,ship,low,f,1
3,5,4,9,4647,d,ship,low,f,0
5,3,4,5,5870,f,ship,low,f,0
4,2,3,9,4896,f,ship,low,f,0
3,4,2,51,1430,c,ship,medium,m,1
